Date	Open	High	Low	Close 	Adj Close 	Volume
Nov 3, 2023	4.71	4.81	4.59	4.61	4.61	3,377,800
Nov 2, 2023	4.33	4.64	4.33	4.59	4.59	3,825,000
Nov 1, 2023	4.21	4.26	4.12	4.24	4.24	1,998,600
Oct 31, 2023	4.19	4.25	4.11	4.23	4.23	1,947,900
Oct 30, 2023	4.20	4.28	4.11	4.20	4.20	2,317,800
Oct 27, 2023	4.31	4.37	4.14	4.16	4.16	2,275,700
Oct 26, 2023	4.21	4.35	4.19	4.28	4.28	3,093,800
Oct 25, 2023	4.09	4.19	4.06	4.09	4.09	2,225,900
Oct 24, 2023	4.19	4.28	4.11	4.14	4.14	1,977,100
Oct 23, 2023	4.08	4.23	4.00	4.11	4.11	3,143,900
Oct 20, 2023	4.20	4.22	4.06	4.09	4.09	3,139,600
Oct 19, 2023	4.29	4.34	4.19	4.21	4.21	2,846,700
Oct 18, 2023	4.38	4.43	4.20	4.25	4.25	2,860,800
Oct 17, 2023	4.36	4.53	4.32	4.48	4.48	2,835,600
Oct 16, 2023	4.28	4.50	4.24	4.46	4.46	3,162,800
Oct 13, 2023	4.46	4.48	4.23	4.29	4.29	3,795,700
Oct 12, 2023	4.87	4.88	4.36	4.42	4.42	4,566,700
Oct 11, 2023	4.95	5.07	4.76	4.83	4.83	3,620,000
Oct 10, 2023	4.66	5.02	4.65	4.86	4.86	4,345,300
Oct 9, 2023	4.41	4.65	4.41	4.62	4.62	3,348,800
Oct 6, 2023	4.39	4.53	4.35	4.50	4.50	3,449,200
Oct 5, 2023	4.32	4.47	4.26	4.45	4.45	2,639,300
Oct 4, 2023	4.23	4.34	4.14	4.31	4.31	2,565,500
Oct 3, 2023	4.35	4.37	4.13	4.17	4.17	3,802,100
Oct 2, 2023	4.40	4.42	4.29	4.39	4.39	2,907,000
Sep 29, 2023	4.40	4.57	4.32	4.38	4.38	3,057,800
Sep 28, 2023	4.31	4.42	4.24	4.34	4.34	3,361,700
Sep 27, 2023	4.20	4.33	4.19	4.30	4.30	4,091,300
Sep 26, 2023	4.34	4.43	4.22	4.24	4.24	3,480,300
Sep 25, 2023	4.47	4.50	4.31	4.35	4.35	4,554,200
Sep 22, 2023	4.54	4.67	4.45	4.48	4.48	3,693,500
Sep 21, 2023	4.34	4.57	4.25	4.48	4.48	5,162,800
Sep 20, 2023	4.62	4.64	4.39	4.42	4.42	6,338,900
Sep 19, 2023	4.26	4.76	4.17	4.66	4.66	17,132,800
Sep 18, 2023	5.10	5.22	5.02	5.04	5.04	3,402,700
Sep 15, 2023	5.25	5.28	5.06	5.12	5.12	13,253,300
Sep 14, 2023	5.36	5.43	5.21	5.26	5.26	4,963,600
Sep 13, 2023	5.47	5.48	5.23	5.36	5.36	5,675,200
Sep 12, 2023	5.81	5.83	5.27	5.30	5.30	12,847,400
Sep 11, 2023	6.26	6.35	6.03	6.04	6.04	3,520,000
Sep 8, 2023	6.30	6.34	6.14	6.20	6.20	2,349,800
Sep 7, 2023	6.29	6.36	6.06	6.32	6.32	2,504,600
Sep 6, 2023	6.51	6.58	6.30	6.41	6.41	2,040,200
Sep 5, 2023	6.31	6.59	6.29	6.53	6.53	2,943,800
Sep 1, 2023	6.38	6.48	6.27	6.34	6.34	2,326,100
Aug 31, 2023	6.37	6.49	6.22	6.31	6.31	3,242,200
Aug 30, 2023	6.16	6.45	6.12	6.38	6.38	2,888,600
Aug 29, 2023	5.87	6.27	5.84	6.17	6.17	2,886,700
Aug 28, 2023	5.88	6.03	5.83	5.93	5.93	2,290,700
Aug 25, 2023	5.70	5.88	5.63	5.79	5.79	2,697,200
Aug 24, 2023	6.03	6.08	5.60	5.65	5.65	2,961,200
Aug 23, 2023	5.83	6.01	5.83	5.93	5.93	2,294,800
Aug 22, 2023	5.93	6.00	5.66	5.83	5.83	2,379,700
Aug 21, 2023	5.94	5.98	5.82	5.88	5.88	2,618,700
Aug 18, 2023	5.43	5.93	5.36	5.86	5.86	4,270,100
Aug 17, 2023	5.90	5.95	5.55	5.56	5.56	4,678,200
Aug 16, 2023	6.03	6.11	5.87	5.88	5.88	3,133,100
Aug 15, 2023	6.26	6.28	6.07	6.09	6.09	2,739,200
Aug 14, 2023	6.24	6.37	6.08	6.31	6.31	2,358,900
Aug 11, 2023	6.15	6.39	6.12	6.32	6.32	2,306,800
Aug 10, 2023	6.51	6.70	6.14	6.23	6.23	4,650,600
Aug 9, 2023	7.36	7.49	6.15	6.45	6.45	7,997,700
Aug 8, 2023	6.42	6.74	6.27	6.66	6.66	4,704,200
Aug 7, 2023	6.87	6.88	6.40	6.59	6.59	4,534,100
Aug 4, 2023	7.05	7.14	6.80	6.83	6.83	3,030,800
Aug 3, 2023	6.89	7.14	6.80	7.03	7.03	2,916,300
Aug 2, 2023	7.08	7.10	6.80	6.98	6.98	3,715,800
Aug 1, 2023	7.26	7.34	7.15	7.26	7.26	2,294,400
Jul 31, 2023	7.11	7.39	7.09	7.37	7.37	4,813,200
Jul 28, 2023	6.85	7.13	6.85	7.10	7.10	4,367,000
Jul 27, 2023	7.29	7.29	6.71	6.73	6.73	6,190,700
Jul 26, 2023	7.50	7.53	6.98	7.14	7.14	7,082,600
Jul 25, 2023	7.52	7.79	7.52	7.62	7.62	5,847,500
Jul 24, 2023	7.47	7.50	7.27	7.39	7.39	4,193,600
Jul 21, 2023	7.87	7.89	7.36	7.50	7.50	6,223,300
Jul 20, 2023	7.86	8.03	7.56	7.81	7.81	6,236,500
Jul 19, 2023	7.88	8.05	7.61	7.93	7.93	10,581,600
Jul 18, 2023	7.06	7.87	7.00	7.83	7.83	13,228,900
Jul 17, 2023	6.33	6.93	6.20	6.89	6.89	4,946,700
Jul 14, 2023	6.73	6.84	6.28	6.32	6.32	5,061,500
Jul 13, 2023	6.12	6.82	6.12	6.64	6.64	8,664,500
Jul 12, 2023	6.35	6.42	5.90	6.07	6.07	5,752,300
Jul 11, 2023	6.01	6.25	5.85	6.18	6.18	7,450,700
Jul 10, 2023	5.70	5.98	5.68	5.97	5.97	3,618,500
Jul 7, 2023	5.62	5.80	5.62	5.73	5.73	2,238,600
Jul 6, 2023	5.76	5.77	5.53	5.60	5.60	2,776,700
Jul 5, 2023	5.98	6.02	5.82	5.86	5.86	3,347,300
Jul 3, 2023	6.03	6.07	5.94	5.98	5.98	2,923,900
Jun 30, 2023	6.06	6.14	5.95	6.00	6.00	5,653,400
Jun 29, 2023	5.88	6.06	5.80	5.98	5.98	3,801,800
Jun 28, 2023	5.56	6.01	5.51	5.87	5.87	4,342,900
Jun 27, 2023	5.38	5.53	5.31	5.50	5.50	2,327,600
Jun 26, 2023	5.55	5.66	5.36	5.37	5.37	3,081,300
Jun 23, 2023	5.72	5.74	5.52	5.54	5.54	12,057,800
Jun 22, 2023	5.86	5.87	5.57	5.79	5.79	2,934,600
Jun 21, 2023	5.75	5.95	5.65	5.90	5.90	3,378,000
Jun 20, 2023	5.65	5.94	5.61	5.81	5.81	4,308,000
Jun 16, 2023	5.80	5.82	5.48	5.60	5.60	10,211,900
Jun 15, 2023	5.64	5.79	5.48	5.68	5.68	3,923,400
Jun 14, 2023	5.96	6.04	5.59	5.69	5.69	5,355,800
Jun 13, 2023	5.34	6.10	5.34	5.94	5.94	8,253,900
Jun 12, 2023	5.24	5.36	5.10	5.32	5.32	3,243,400
Jun 9, 2023	5.30	5.37	5.17	5.22	5.22	3,176,600
Jun 8, 2023	5.14	5.28	5.04	5.28	5.28	2,828,900
Jun 7, 2023	5.24	5.41	5.12	5.13	5.13	4,077,800
Jun 6, 2023	4.90	5.19	4.89	5.18	5.18	3,947,700
Jun 5, 2023	4.85	4.95	4.79	4.90	4.90	3,029,200
Jun 2, 2023	4.80	4.93	4.76	4.90	4.90	2,959,600
Jun 1, 2023	4.62	4.78	4.53	4.74	4.74	3,076,800
May 31, 2023	4.56	4.61	4.47	4.58	4.58	4,964,600
May 30, 2023	4.51	4.66	4.50	4.59	4.59	2,618,600
May 26, 2023	4.59	4.60	4.38	4.45	4.45	3,199,700
May 25, 2023	4.65	4.70	4.45	4.59	4.59	3,260,800
May 24, 2023	4.55	4.65	4.36	4.63	4.63	4,342,300
May 23, 2023	4.80	4.90	4.45	4.52	4.52	7,344,700
May 22, 2023	4.70	5.01	4.69	4.95	4.95	4,460,200
May 19, 2023	4.70	4.70	4.55	4.67	4.67	3,957,700
May 18, 2023	4.51	4.68	4.45	4.65	4.65	4,189,500
May 17, 2023	4.33	4.61	4.26	4.50	4.50	5,290,100
May 16, 2023	4.22	4.36	4.22	4.28	4.28	3,354,800
May 15, 2023	4.20	4.38	4.07	4.34	4.34	4,372,600
May 12, 2023	4.14	4.26	4.05	4.12	4.12	3,621,600
May 11, 2023	4.12	4.39	4.04	4.10	4.10	4,852,900
May 10, 2023	4.05	4.20	3.85	4.12	4.12	6,138,700
May 9, 2023	3.83	4.02	3.76	3.94	3.94	4,784,500
May 8, 2023	3.92	3.94	3.83	3.85	3.85	4,072,000
May 5, 2023	3.80	3.91	3.78	3.85	3.85	3,307,700
May 4, 2023	3.90	3.93	3.83	3.88	3.88	2,563,400
May 3, 2023	3.81	4.01	3.77	3.91	3.91	3,924,200
May 2, 2023	3.86	3.86	3.76	3.77	3.77	2,227,600
May 1, 2023	3.92	3.98	3.84	3.88	3.88	1,657,100
Apr 28, 2023	3.87	3.94	3.84	3.92	3.92	1,862,000
Apr 27, 2023	3.82	3.90	3.78	3.90	3.90	1,889,900
Apr 26, 2023	3.82	3.88	3.74	3.77	3.77	2,392,800
Apr 25, 2023	3.88	3.90	3.76	3.81	3.81	2,263,500
Apr 24, 2023	4.01	4.07	3.88	3.92	3.92	2,156,500
Apr 21, 2023	3.95	4.01	3.93	4.00	4.00	2,115,600
Apr 20, 2023	3.98	4.03	3.88	3.95	3.95	3,870,000
Apr 19, 2023	4.03	4.06	3.96	4.00	4.00	2,416,800
Apr 18, 2023	4.17	4.17	4.03	4.08	4.08	2,292,400
Apr 17, 2023	4.01	4.21	3.98	4.14	4.14	2,415,000
Apr 14, 2023	4.09	4.10	3.93	4.02	4.02	2,221,900
